FN,FP,MSE,TN,TP,sr
36.0,0.0,0.007972889379199679,377.0,0.0,101
24.4,4.5,0.004991714448609934,372.5,11.6,201
11.7,11.1,0.003241576232721588,365.9,24.3,301
7.7,8.7,0.002577791675854209,368.3,28.3,401
8.2,6.2,0.001719533604784011,370.8,27.8,501
7.2,6.6,0.002598676297708575,370.4,28.8,601
8.3,6.7,0.0017009634584774281,370.3,27.7,701
7.8,6.1,0.0017659444263708897,370.9,28.2,801
6.0,9.4,0.002749033721566023,367.6,30.0,901
7.4,6.0,0.001993461301525964,371.0,28.6,1001
6.8,5.4,0.000742552389790859,371.6,29.2,1101
7.3,5.9,0.0020776576263234897,371.1,28.7,1201
7.2,4.2,0.0012862867164111075,372.8,28.8,1301
7.5,4.0,0.0026266154114888934,373.0,28.5,1401
7.1,4.6,0.0009758828243373015,372.4,28.9,1501
5.9,5.4,0.0014853086038556544,371.6,30.1,1601
7.2,5.7,0.001628467948221841,371.3,28.8,1701
10.0,4.3,0.001749460241677284,372.7,26.0,1801
6.6,5.2,0.0007792532408796807,371.8,29.4,1901
7.7,5.1,0.001965204733175993,371.9,28.3,2001
8.8,3.3,0.001316356071440436,373.7,27.2,2101
7.1,3.6,0.0015838282425399309,373.4,28.9,2201
8.5,4.5,0.002744084510697273,372.5,27.5,2301
6.4,3.9,0.0012484732894900447,373.1,29.6,2401
7.4,5.0,0.0012206137148129217,372.0,28.6,2501
7.6,4.3,0.001281418415806349,372.7,28.4,2601
6.2,3.5,0.0007890357747393726,373.5,29.8,2701
5.4,2.1,0.0010618679942128895,374.9,30.6,2801
7.3,3.6,0.0013275582554533067,373.4,28.7,2901
4.4,5.4,0.0016117713119458432,371.6,31.6,3001
6.8,4.2,0.0008993292511362818,372.8,29.2,3101
4.6,5.2,0.0013983400337542952,371.8,31.4,3201
5.9,5.2,0.001300531423345898,372.5,29.4,3301
5.0,4.9,0.000866761365176388,372.1,31.0,3401
5.2,4.6,0.0014060342059361143,372.4,30.8,3501
5.2,4.3,0.001004343134681748,373.7,29.8,3601
3.8,4.2,0.0009261061602428488,372.8,32.2,3701
