FN,FP,TN,TP,sr
18.8,17.8,359.2,17.2,101
12.0,5.4,371.6,24.0,201
8.6,6.9,370.1,27.4,301
9.9,8.0,369.0,26.1,401
10.0,9.1,367.9,26.0,501
7.6,7.0,370.0,28.4,601
9.1,7.5,369.5,26.9,701
7.1,7.0,370.0,28.9,801
7.8,6.4,370.6,28.2,901
9.3,6.8,370.2,26.7,1001
8.7,8.0,369.0,27.3,1101
6.9,6.8,370.2,29.1,1201
7.9,5.9,371.1,28.1,1301
6.6,5.0,372.0,29.4,1401
8.4,6.1,370.9,27.6,1501
7.2,6.3,370.7,28.8,1601
7.1,5.4,371.6,28.9,1701
7.0,4.8,372.2,29.0,1801
7.1,5.4,371.6,28.9,1901
6.1,5.0,372.0,29.9,2001
6.8,3.0,374.0,29.2,2101
6.7,5.3,371.7,29.3,2201
6.1,4.3,372.7,29.9,2301
7.6,4.8,372.2,28.4,2401
5.5,4.8,372.2,30.5,2501
7.4,4.7,372.3,28.6,2601
6.0,4.9,372.1,30.0,2701
5.4,4.2,372.8,30.6,2801
7.0,5.0,372.0,29.0,2901
5.8,4.5,372.5,30.2,3001
6.3,5.4,371.6,29.7,3101
6.6,4.7,372.3,29.4,3201
5.2,4.4,373.2,30.2,3301
6.7,5.3,371.7,29.3,3401
4.9,4.3,372.7,31.1,3501
5.4,3.9,374.1,29.6,3601
5.4,4.0,373.0,30.6,3701
