FN,FP,TN,TP,sr
15.2,9.9,367.1,20.8,101
12.6,7.0,370.0,23.4,201
11.6,10.3,366.7,24.4,301
11.8,6.8,370.2,24.2,401
12.0,7.5,369.5,24.0,501
9.1,7.7,369.3,26.9,601
8.7,7.5,369.5,27.3,701
7.4,6.4,370.6,28.6,801
8.9,6.6,370.4,27.1,901
7.6,6.9,370.1,28.4,1001
8.7,5.5,371.5,27.3,1101
7.2,5.3,371.7,28.8,1201
6.9,5.9,371.1,29.1,1301
8.4,5.2,371.8,27.6,1401
7.0,4.9,372.1,29.0,1501
8.1,6.2,370.8,27.9,1601
6.7,5.7,371.3,29.3,1701
7.4,4.6,372.4,28.6,1801
7.7,6.2,370.8,28.3,1901
6.1,4.3,372.7,29.9,2001
8.0,3.3,373.7,28.0,2101
7.5,6.5,370.5,28.5,2201
6.2,4.9,372.1,29.8,2301
6.5,4.7,372.3,29.5,2401
6.1,4.5,372.5,29.9,2501
5.9,4.5,372.5,30.1,2601
5.7,5.4,371.6,30.3,2701
7.0,5.1,371.9,29.0,2801
5.4,3.1,373.9,30.6,2901
5.8,3.4,373.6,30.2,3001
4.7,4.2,372.8,31.3,3101
4.7,4.7,372.3,31.3,3201
4.8,3.8,373.6,30.8,3301
5.3,4.7,372.3,30.7,3401
5.7,4.0,373.0,30.3,3501
5.1,4.9,373.1,29.9,3601
5.8,5.1,371.9,30.2,3701
