FN,FP,TN,TP,sr
31.9,8.1,368.9,4.1,101
13.8,9.0,368.0,22.2,201
9.1,7.1,369.9,26.9,301
9.1,7.8,369.2,26.9,401
6.6,7.2,369.8,29.4,501
8.0,7.2,369.8,28.0,601
9.1,7.3,369.7,26.9,701
8.2,5.7,371.3,27.8,801
7.3,5.3,371.7,28.7,901
6.1,7.6,369.4,29.9,1001
9.6,3.9,373.1,26.4,1101
8.2,4.9,372.1,27.8,1201
7.0,5.3,371.7,29.0,1301
8.1,5.2,371.8,27.9,1401
7.2,3.8,373.2,28.8,1501
7.5,5.1,371.9,28.5,1601
6.1,6.2,370.8,29.9,1701
6.8,4.5,372.5,29.2,1801
6.4,4.7,372.3,29.6,1901
7.1,6.1,370.9,28.9,2001
6.6,4.9,372.1,29.4,2101
7.5,4.2,372.8,28.5,2201
6.5,4.5,372.5,29.5,2301
5.2,4.6,372.4,30.8,2401
4.7,3.3,373.7,31.3,2501
5.7,3.5,373.5,30.3,2601
6.2,3.6,373.4,29.8,2701
4.9,5.0,372.0,31.1,2801
6.5,3.6,373.4,29.5,2901
4.4,3.7,373.3,31.6,3001
4.4,4.2,372.8,31.6,3101
5.0,4.1,372.9,31.0,3201
5.7,4.3,373.0,30.0,3301
4.4,3.2,373.8,31.6,3401
5.6,3.6,373.4,30.4,3501
4.3,3.7,374.3,30.7,3601
4.9,3.8,373.2,31.1,3701
