FN,FP,TN,TP,sr
25.9,15.2,361.8,10.1,101
11.5,8.9,368.1,24.5,201
8.5,7.7,369.3,27.5,301
9.0,7.2,369.8,27.0,401
7.8,7.7,369.3,28.2,501
6.4,6.2,370.8,29.6,601
9.3,4.5,372.5,26.7,701
9.7,6.9,370.1,26.3,801
8.1,6.5,370.5,27.9,901
5.1,7.9,369.1,30.9,1001
7.0,7.2,369.8,29.0,1101
7.6,4.4,372.6,28.4,1201
7.3,5.8,371.2,28.7,1301
7.3,6.5,370.5,28.7,1401
8.2,5.7,371.3,27.8,1501
6.4,7.4,369.6,29.6,1601
4.9,8.1,368.9,31.1,1701
5.6,8.5,368.5,30.4,1801
8.2,4.4,372.6,27.8,1901
7.0,5.9,371.1,29.0,2001
5.8,7.3,369.7,30.2,2101
6.3,6.6,370.4,29.7,2201
8.7,8.0,369.0,27.3,2301
7.3,7.5,369.5,28.7,2401
6.4,7.7,369.3,29.6,2501
5.5,8.6,368.4,30.5,2601
6.2,5.7,371.3,29.8,2701
6.5,6.1,370.9,29.5,2801
7.4,5.8,371.2,28.6,2901
6.3,6.5,370.5,29.7,3001
6.6,5.2,371.8,29.4,3101
8.1,6.6,370.4,27.9,3201
6.9,7.3,370.2,28.6,3301
7.5,6.4,370.6,28.5,3401
6.1,6.8,370.2,29.9,3501
7.3,5.4,372.6,27.7,3601
7.3,6.6,370.4,28.7,3701
