FN,FP,TN,TP,sr
33.7,8.6,368.4,2.3,101
23.3,10.9,366.1,12.7,201
9.8,8.4,368.6,26.2,301
9.4,6.0,371.0,26.6,401
8.5,7.7,369.3,27.5,501
6.9,7.6,369.4,29.1,601
7.4,7.2,369.8,28.6,701
7.9,7.2,369.8,28.1,801
9.5,7.7,369.3,26.5,901
7.3,6.5,370.5,28.7,1001
8.7,7.6,369.4,27.3,1101
6.9,5.7,371.3,29.1,1201
6.8,6.0,371.0,29.2,1301
7.1,6.2,370.8,28.9,1401
5.1,7.8,369.2,30.9,1501
7.8,4.5,372.5,28.2,1601
7.6,4.2,372.8,28.4,1701
5.5,6.6,370.4,30.5,1801
7.9,6.5,370.5,28.1,1901
6.1,4.4,372.6,29.9,2001
6.7,5.9,371.1,29.3,2101
8.2,4.8,372.2,27.8,2201
6.9,5.3,371.7,29.1,2301
7.0,4.5,372.5,29.0,2401
7.3,5.9,371.1,28.7,2501
8.5,3.7,373.3,27.5,2601
6.4,5.1,371.9,29.6,2701
6.4,8.8,368.2,29.6,2801
6.9,6.6,370.4,29.1,2901
7.1,6.5,370.5,28.9,3001
7.6,5.3,371.7,28.4,3101
7.4,6.6,370.4,28.6,3201
7.3,7.4,370.3,28.0,3301
8.4,6.6,370.4,27.6,3401
7.6,7.7,369.3,28.4,3501
7.1,7.1,370.9,27.9,3601
8.6,4.2,372.8,27.4,3701
