FN,FP,MSE,TN,TP,sr
31.1,8.5,0.01081712093907143,368.5,4.9,101
15.7,5.2,0.0026954318869010594,371.8,20.3,201
8.6,6.9,0.0015996905355963945,370.1,27.4,301
5.6,7.7,0.003829305007436042,369.3,30.4,401
6.7,6.7,0.0014047689633095734,370.3,29.3,501
6.8,8.7,0.0020760028089091883,368.3,29.2,601
5.6,6.7,0.001536932304558413,370.3,30.4,701
6.6,6.3,0.0022167744942488835,370.7,29.4,801
6.2,7.1,0.002057482052716649,369.9,29.8,901
8.8,5.5,0.0026662847845322826,371.5,27.2,1001
5.6,6.8,0.001635132852572735,370.2,30.4,1101
6.1,6.4,0.0016211649373780684,370.6,29.9,1201
8.6,4.9,0.0021642630510512262,372.1,27.4,1301
7.7,4.5,0.0012525750575841767,372.5,28.3,1401
7.3,5.3,0.0025516633573270755,371.7,28.7,1501
5.1,6.3,0.0018954717473947866,370.7,30.9,1601
5.5,3.7,0.0014820372258905836,373.3,30.5,1701
8.3,4.6,0.0015375682719221799,372.4,27.7,1801
5.2,5.3,0.0012521830892486556,371.7,30.8,1901
6.1,6.2,0.002181925858347476,370.8,29.9,2001
6.6,5.7,0.00125390611268857,371.3,29.4,2101
8.0,3.7,0.0016621627024226916,373.3,28.0,2201
6.5,4.5,0.0015952851315082968,372.5,29.5,2301
6.0,5.6,0.002114139799593623,371.4,30.0,2401
5.9,5.6,0.0022801416292150796,371.4,30.1,2501
7.4,4.5,0.0022729767338085594,372.5,28.6,2601
6.1,5.0,0.000915119021409793,372.0,29.9,2701
6.0,5.4,0.0023609984483785925,371.6,30.0,2801
7.0,4.4,0.0014295586849930933,372.6,29.0,2901
6.4,3.7,0.0016215502808265337,373.3,29.6,3001
5.5,5.2,0.0015401043229270456,371.8,30.5,3101
5.5,5.0,0.0015325531873322698,372.0,30.5,3201
7.3,3.1,0.0020270830794226436,374.4,28.2,3301
6.0,5.0,0.0021207810776290442,372.0,30.0,3401
6.1,4.3,0.001338441937619186,372.7,29.9,3501
4.7,5.8,0.0011272592581745963,372.2,30.3,3601
6.7,4.0,0.0019925023863681555,373.0,29.3,3701
