FN,FP,TN,TP,sr
19.9,17.3,359.7,16.1,101
10.4,5.7,371.3,25.6,201
8.6,10.6,366.4,27.4,301
9.5,6.8,370.2,26.5,401
8.1,7.0,370.0,27.9,501
8.3,7.1,369.9,27.7,601
8.9,9.1,367.9,27.1,701
7.3,7.6,369.4,28.7,801
7.8,5.6,371.4,28.2,901
6.9,5.3,371.7,29.1,1001
8.1,6.5,370.5,27.9,1101
8.2,5.1,371.9,27.8,1201
8.1,5.9,371.1,27.9,1301
8.6,5.0,372.0,27.4,1401
6.7,4.7,372.3,29.3,1501
6.1,6.9,370.1,29.9,1601
8.3,3.7,373.3,27.7,1701
6.8,4.5,372.5,29.2,1801
7.2,6.0,371.0,28.8,1901
6.2,4.6,372.4,29.8,2001
5.2,5.4,371.6,30.8,2101
6.7,5.1,371.9,29.3,2201
5.8,5.8,371.2,30.2,2301
5.9,4.5,372.5,30.1,2401
5.2,4.1,372.9,30.8,2501
6.1,6.0,371.0,29.9,2601
7.1,4.6,372.4,28.9,2701
5.7,5.1,371.9,30.3,2801
5.0,5.0,372.0,31.0,2901
5.8,4.7,372.3,30.2,3001
6.1,3.0,374.0,29.9,3101
6.2,4.7,372.3,29.8,3201
6.4,4.2,373.3,29.1,3301
5.2,3.8,373.2,30.8,3401
5.1,4.3,372.7,30.9,3501
4.5,5.0,373.0,30.5,3601
6.1,4.6,372.4,29.9,3701
