TN,FN,TP,FP,sr
81.02222222222223,35.18888888888889,80.25555555555555,34.53333333333333,2
101.58888888888889,14.755555555555556,100.6888888888889,13.966666666666667,117
104.01111111111112,12.066666666666666,103.3777777777778,11.544444444444444,232
105.36666666666666,10.666666666666666,104.77777777777777,10.18888888888889,347
106.36666666666666,9.444444444444445,106.0,9.18888888888889,462
106.86666666666666,9.166666666666666,106.27777777777777,8.688888888888888,577
106.8888888888889,8.044444444444444,107.39999999999999,8.666666666666668,692
107.94444444444444,8.277777777777779,107.16666666666667,7.6111111111111125,807
107.75555555555555,7.944444444444446,107.49999999999997,7.800000000000001,922
108.35555555555555,7.966666666666667,107.47777777777777,7.199999999999999,1037
108.65555555555557,6.966666666666668,108.48888888888888,6.888888888888889,1152
108.8111111111111,7.311111111111111,108.13333333333334,6.744444444444444,1267
108.71111111111112,7.1000000000000005,108.4,6.788888888888889,1382
109.06666666666668,6.588888888888888,108.85555555555558,6.488888888888889,1497
109.03333333333333,6.322222222222223,109.17777777777776,6.466666666666666,1612
109.77777777777777,6.677777777777778,108.76666666666665,5.777777777777777,1727
109.2111111111111,5.977777777777778,109.4888888888889,6.322222222222224,1842
109.45555555555555,6.277777777777778,109.16666666666667,6.1000000000000005,1957
109.49999999999999,6.444444444444445,109.07777777777777,5.977777777777778,2072
