TN,FN,TP,FP,sr
629.0444444444445,70.3,604.0333333333333,45.62222222222222,676
635.7333333333331,50.93333333333333,623.4000000000001,38.93333333333333,1350
638.6111111111112,51.611111111111114,622.7222222222222,36.05555555555556,2024
638.8111111111111,48.38888888888889,625.9444444444443,35.855555555555554,2698
639.5,43.54444444444445,630.7888888888888,35.16666666666667,3372
639.3666666666666,46.47777777777778,627.8555555555555,35.3,4046
641.0777777777777,44.25555555555556,630.0777777777778,33.58888888888889,4720
642.8444444444444,46.17777777777778,628.1555555555556,31.822222222222226,5394
643.1666666666666,47.98888888888889,626.3444444444444,31.5,6068
643.3000000000001,48.82222222222222,625.5111111111108,31.36666666666666,6742
643.6111111111111,48.733333333333334,625.5999999999999,31.055555555555557,7416
644.3000000000001,51.8111111111111,622.411111111111,30.477777777777778,8090
643.3666666666668,47.83333333333332,626.5000000000002,31.300000000000004,8764
644.8777777777777,48.21111111111111,626.1222222222223,29.78888888888889,9438
644.0333333333333,50.911111111111104,623.4222222222223,30.633333333333333,10112
646.1333333333334,49.72222222222222,624.8333333333333,28.311111111111114,10786
645.7444444444445,48.67777777777778,625.7666666666668,28.811111111111114,11460
644.2,49.44444444444444,625.1111111111111,30.244444444444444,12134
