FN,FP,TN,TP,sr
34.4,11.1,365.9,1.6,81
23.3,15.3,361.7,12.7,162
14.5,5.4,371.6,21.5,243
10.5,6.9,370.1,25.5,324
8.1,7.4,369.6,27.9,405
