FN,FP,MSE,TN,TP,sr
35.5,6.3,0.008051988030564186,370.7,0.5,81
25.2,8.4,0.004350247813119029,368.6,10.8,162
12.4,7.5,0.0027238410561499543,369.5,23.6,243
7.4,7.5,0.003146419843817686,369.5,28.6,324
10.8,7.4,0.0025467633846663097,369.6,25.2,405
