FN,FP,TN,TP,sr
35.0,11.4,365.6,1.0,81
21.2,3.9,373.1,14.8,162
11.3,7.8,369.2,24.7,243
8.4,8.9,368.1,27.6,324
8.7,7.0,370.0,27.3,405
