FN,FP,TN,TP,sr
28.9,36.2,340.8,7.1,81
15.4,10.7,366.3,20.6,162
12.3,9.3,367.7,23.7,243
8.8,5.8,371.2,27.2,324
7.5,8.0,369.0,28.5,405
