FN,FP,TN,TP,sr
19.1,15.4,361.6,16.9,81
12.0,8.2,368.8,24.0,162
9.0,7.9,369.1,27.0,243
11.8,8.8,368.2,24.2,324
10.5,9.6,367.4,25.5,405
