FN,FP,TN,TP,sr
36.0,0.0,377.0,0.0,81
30.8,14.6,362.4,5.2,162
17.9,4.2,372.8,18.1,243
10.2,7.8,369.2,25.8,324
10.3,7.4,369.6,25.7,405
