FN,FP,TN,TP,sr
34.0,20.8,356.2,2.0,81
24.6,13.8,363.2,11.4,162
15.2,5.6,371.4,20.8,243
8.7,6.4,370.6,27.3,324
8.1,7.3,369.7,27.9,405
