FN,FP,TN,TP,sr
23.9,17.7,359.3,12.1,81
13.0,5.8,371.2,23.0,162
11.0,7.3,369.7,25.0,243
10.5,8.1,368.9,25.5,324
9.9,7.9,369.1,26.1,405
