class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,entropy,dataset,50.0,,30,1e-07,10,2,0.0,False,,./data2/video-0288-classification.csv,best
,mse,dataset,50.0,,30,1e-07,10,2,0.0,False,,./data2/video-0288-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,1,2,0.0,False,,./data2/video-0289-classification.csv,best
,mse,dataset,50.0,,40,1e-07,1,2,0.0,False,,./data2/video-0289-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,2,2,0.0,False,,./data2/video-0290-classification.csv,best
,mse,dataset,50.0,,40,1e-07,2,2,0.0,False,,./data2/video-0290-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,4,2,0.0,False,,./data2/video-0291-classification.csv,best
,mse,dataset,50.0,,40,1e-07,4,2,0.0,False,,./data2/video-0291-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,6,2,0.0,False,,./data2/video-0292-classification.csv,best
,mse,dataset,50.0,,40,1e-07,6,2,0.0,False,,./data2/video-0292-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,8,2,0.0,False,,./data2/video-0293-classification.csv,best
,mse,dataset,50.0,,40,1e-07,8,2,0.0,False,,./data2/video-0293-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,10,2,0.0,False,,./data2/video-0294-classification.csv,best
,mse,dataset,50.0,,40,1e-07,10,2,0.0,False,,./data2/video-0294-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,1,2,0.0,False,,./data2/video-0295-classification.csv,best
,mse,dataset,50.0,,50,1e-07,1,2,0.0,False,,./data2/video-0295-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,2,2,0.0,False,,./data2/video-0296-classification.csv,best
,mse,dataset,50.0,,50,1e-07,2,2,0.0,False,,./data2/video-0296-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,4,2,0.0,False,,./data2/video-0297-classification.csv,best
,mse,dataset,50.0,,50,1e-07,4,2,0.0,False,,./data2/video-0297-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,6,2,0.0,False,,./data2/video-0298-classification.csv,best
,mse,dataset,50.0,,50,1e-07,6,2,0.0,False,,./data2/video-0298-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,8,2,0.0,False,,./data2/video-0299-classification.csv,best
,mse,dataset,50.0,,50,1e-07,8,2,0.0,False,,./data2/video-0299-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,10,2,0.0,False,,./data2/video-0300-classification.csv,best
,mse,dataset,50.0,,50,1e-07,10,2,0.0,False,,./data2/video-0300-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,1,2,0.0,False,,./data2/video-0301-classification.csv,best
,mse,dataset,50.0,,60,1e-07,1,2,0.0,False,,./data2/video-0301-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,2,2,0.0,False,,./data2/video-0302-classification.csv,best
,mse,dataset,50.0,,60,1e-07,2,2,0.0,False,,./data2/video-0302-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,4,2,0.0,False,,./data2/video-0303-classification.csv,best
,mse,dataset,50.0,,60,1e-07,4,2,0.0,False,,./data2/video-0303-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,6,2,0.0,False,,./data2/video-0304-classification.csv,best
,mse,dataset,50.0,,60,1e-07,6,2,0.0,False,,./data2/video-0304-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,8,2,0.0,False,,./data2/video-0305-classification.csv,best
,mse,dataset,50.0,,60,1e-07,8,2,0.0,False,,./data2/video-0305-regression.csv,best
,entropy,dataset,50.0,,60,1e-07,10,2,0.0,False,,./data2/video-0306-classification.csv,best
,mse,dataset,50.0,,60,1e-07,10,2,0.0,False,,./data2/video-0306-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,1,2,0.0,False,,./data2/video-0307-classification.csv,best
,mse,dataset,50.0,,70,1e-07,1,2,0.0,False,,./data2/video-0307-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,2,2,0.0,False,,./data2/video-0308-classification.csv,best
,mse,dataset,50.0,,70,1e-07,2,2,0.0,False,,./data2/video-0308-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,4,2,0.0,False,,./data2/video-0309-classification.csv,best
,mse,dataset,50.0,,70,1e-07,4,2,0.0,False,,./data2/video-0309-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,6,2,0.0,False,,./data2/video-0310-classification.csv,best
,mse,dataset,50.0,,70,1e-07,6,2,0.0,False,,./data2/video-0310-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,8,2,0.0,False,,./data2/video-0311-classification.csv,best
,mse,dataset,50.0,,70,1e-07,8,2,0.0,False,,./data2/video-0311-regression.csv,best
,entropy,dataset,50.0,,70,1e-07,10,2,0.0,False,,./data2/video-0312-classification.csv,best
,mse,dataset,50.0,,70,1e-07,10,2,0.0,False,,./data2/video-0312-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,1,2,0.0,False,,./data2/video-0313-classification.csv,best
,mse,dataset,50.0,,80,1e-07,1,2,0.0,False,,./data2/video-0313-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,2,2,0.0,False,,./data2/video-0314-classification.csv,best
,mse,dataset,50.0,,80,1e-07,2,2,0.0,False,,./data2/video-0314-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,4,2,0.0,False,,./data2/video-0315-classification.csv,best
,mse,dataset,50.0,,80,1e-07,4,2,0.0,False,,./data2/video-0315-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,6,2,0.0,False,,./data2/video-0316-classification.csv,best
,mse,dataset,50.0,,80,1e-07,6,2,0.0,False,,./data2/video-0316-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,8,2,0.0,False,,./data2/video-0317-classification.csv,best
,mse,dataset,50.0,,80,1e-07,8,2,0.0,False,,./data2/video-0317-regression.csv,best
,entropy,dataset,50.0,,80,1e-07,10,2,0.0,False,,./data2/video-0318-classification.csv,best
,mse,dataset,50.0,,80,1e-07,10,2,0.0,False,,./data2/video-0318-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,1,2,0.0,False,,./data2/video-0319-classification.csv,best
,mse,dataset,50.0,,90,1e-07,1,2,0.0,False,,./data2/video-0319-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,2,2,0.0,False,,./data2/video-0320-classification.csv,best
,mse,dataset,50.0,,90,1e-07,2,2,0.0,False,,./data2/video-0320-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,4,2,0.0,False,,./data2/video-0321-classification.csv,best
,mse,dataset,50.0,,90,1e-07,4,2,0.0,False,,./data2/video-0321-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,6,2,0.0,False,,./data2/video-0322-classification.csv,best
,mse,dataset,50.0,,90,1e-07,6,2,0.0,False,,./data2/video-0322-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,8,2,0.0,False,,./data2/video-0323-classification.csv,best
,mse,dataset,50.0,,90,1e-07,8,2,0.0,False,,./data2/video-0323-regression.csv,best
,entropy,dataset,50.0,,90,1e-07,10,2,0.0,False,,./data2/video-0324-classification.csv,best
,mse,dataset,50.0,,90,1e-07,10,2,0.0,False,,./data2/video-0324-regression.csv,best
