FN,FP,TN,TP,sr
33.8,26.5,350.5,2.2,81
30.1,6.6,370.4,5.9,162
16.9,6.6,370.4,19.1,243
8.4,7.4,369.6,27.6,324
9.8,5.5,371.5,26.2,405
