FN,FP,MSE,TN,TP,sr
12.2,14.5,0.003681337772397095,362.5,23.8,81
9.0,10.2,0.0025798370093833094,366.8,27.0,162
10.1,9.2,0.002999193199228479,367.8,25.9,243
9.5,8.3,0.0023279262043945986,368.7,26.5,324
9.4,8.9,0.002706441341043769,368.1,26.6,405
