FN,FP,MSE,TN,TP,sr
36.0,0.0,0.008408738214604288,377.0,0.0,81
26.6,3.9,0.007566378309176151,373.1,9.4,162
18.0,6.5,0.0035302884100380147,370.5,18.0,243
10.2,8.3,0.0024698705356171373,368.7,25.8,324
10.5,5.7,0.003129080241878373,371.3,25.5,405
