FN,FP,TN,TP,sr
26.6,22.8,354.2,9.4,81
10.8,6.4,370.6,25.2,162
10.5,4.8,372.2,25.5,243
8.9,6.9,370.1,27.1,324
9.7,7.3,369.7,26.3,405
