FN,FP,TN,TP,sr
12.4,8.6,368.4,23.6,81
10.4,8.9,368.1,25.6,162
10.3,8.8,368.2,25.7,243
10.9,9.6,367.4,25.1,324
8.6,8.7,368.3,27.4,405
