FN,FP,TN,TP,sr
16.5,12.8,364.2,19.5,81
10.2,9.9,367.1,25.8,162
12.6,8.3,368.7,23.4,243
11.3,6.1,370.9,24.7,324
11.4,6.8,370.2,24.6,405
