FN,FP,TN,TP,sr
35.7,2.9,374.1,0.3,81
26.4,4.5,372.5,9.6,162
13.4,8.3,368.7,22.6,243
12.7,4.6,372.4,23.3,324
8.8,5.8,371.2,27.2,405
