FN,FP,TN,TP,sr
33.1,21.2,355.8,2.9,81
23.4,11.9,365.1,12.6,162
9.3,7.3,369.7,26.7,243
8.4,6.1,370.9,27.6,324
9.3,5.6,371.4,26.7,405
