FN,FP,MSE,TN,TP,sr
16.7,11.1,0.0025163382387230026,365.9,19.3,81
10.6,8.6,0.007079903147699758,368.4,25.4,162
11.3,7.5,0.0036944090246016957,369.5,24.7,243
8.4,7.9,0.0036295399515738507,369.1,27.6,324
8.4,10.4,0.0033018252104903153,366.6,27.6,405
