FN,FP,TN,TP,sr
31.9,25.1,351.9,4.1,81
14.7,10.6,366.4,21.3,162
14.3,6.5,370.5,21.7,243
8.7,8.1,368.9,27.3,324
7.7,5.5,371.5,28.3,405
