FN,FP,MSE,TN,TP,sr
35.3,5.1,0.007218589713741279,371.9,0.7,81
22.6,4.0,0.006969472128997342,373.0,13.4,162
12.4,6.5,0.0028632311537829225,370.5,23.6,243
7.9,10.7,0.0013897304695133263,366.3,28.1,324
7.4,5.4,0.00197159059996056,371.6,28.6,405
