FN,FP,TN,TP,sr
14.0,11.6,365.4,22.0,81
12.0,11.2,365.8,24.0,162
11.5,11.4,365.6,24.5,243
8.3,8.6,368.4,27.7,324
10.4,10.3,366.7,25.6,405
