FN,FP,MSE,TN,TP,sr
9.9,13.5,0.0066629524766089855,363.5,26.1,81
10.2,8.8,0.0035027743111522734,368.2,25.8,162
9.5,9.7,0.0021543957172749863,367.3,26.5,243
9.1,7.5,0.002801116491794458,369.5,26.9,324
10.7,8.9,0.0037690751741249395,368.1,25.3,405
