FN,FP,TN,TP,sr
26.2,19.6,357.4,9.8,81
16.0,10.4,366.6,20.0,162
11.0,5.3,371.7,25.0,243
9.4,8.5,368.5,26.6,324
7.1,9.4,367.6,28.9,405
