FN,FP,TN,TP,sr
15.5,7.5,369.5,20.5,81
9.3,10.7,366.3,26.7,162
12.3,7.8,369.2,23.7,243
11.7,8.3,368.7,24.3,324
10.0,5.1,371.9,26.0,405
