FN,FP,TN,TP,sr
20.3,12.9,364.1,15.7,81
11.6,11.6,365.4,24.4,162
12.5,8.9,368.1,23.5,243
11.9,6.8,370.2,24.1,324
10.5,7.1,369.9,25.5,405
