FN,FP,TN,TP,sr
20.9,15.1,361.9,15.1,81
11.7,10.6,366.4,24.3,162
8.4,13.0,364.0,27.6,243
10.2,8.5,368.5,25.8,324
11.3,10.9,366.1,24.7,405
