FN,FP,TN,TP,sr
36.0,0.0,377.0,0.0,81
32.3,8.1,368.9,3.7,162
15.8,5.4,371.6,20.2,243
10.1,5.7,371.3,25.9,324
8.7,6.1,370.9,27.3,405
