FN,FP,MSE,TN,TP,sr
35.8,5.7,0.008175787048254238,371.3,0.2,81
19.3,7.9,0.0027002875302663443,369.1,16.7,162
14.0,5.0,0.004493208013899267,372.0,22.0,243
12.1,5.6,0.0017703833897643902,371.4,23.9,324
9.1,8.7,0.0019180037391592166,368.3,26.9,405
