FN,FP,TN,TP,sr
23.4,19.9,357.1,12.6,81
12.3,7.0,370.0,23.7,162
9.8,6.9,370.1,26.2,243
12.8,8.5,368.5,23.2,324
10.4,7.8,369.2,25.6,405
