FN,FP,TN,TP,sr
24.1,23.1,353.9,11.9,81
13.7,6.9,370.1,22.3,162
8.6,6.5,370.5,27.4,243
9.0,6.0,371.0,27.0,324
11.6,7.0,370.0,24.4,405
