FN,FP,TN,TP,sr
34.7,9.0,368.0,1.3,81
20.1,9.6,367.4,15.9,162
12.9,5.5,371.5,23.1,243
8.2,7.8,369.2,27.8,324
10.6,6.6,370.4,25.4,405
