FN,FP,TN,TP,sr
13.3,10.6,366.4,22.7,81
9.1,10.4,366.6,26.9,162
11.4,8.3,368.7,24.6,243
8.5,9.1,367.9,27.5,324
9.7,8.1,368.9,26.3,405
